1,2.8109,44.007497,1,8,1
1,0.879667,45.432964,1,2,3
1,3.632716,46.659938,1,3,3
1,7.328976,50.665569,1,1,5
1,9.464353,51.33057,1,0,6
1,7.252758,53.22536,1,5,2
1,9.447787,53.458881,1,2,3
1,15.229523,54.291329,1,0,6
1,13.430115,56.547491,1,1,5
1,19.216281,58.444904,1,0,6
1,22.416064,62.524339,1,2,3
1,27.238558,70.106252,1,2,3
1,12.3602,71.42759,1,12,1
1,30.500175,75.844499,1,2,3
1,37.196253,77.581824,1,2,3
1,30.511821,78.407568,1,3,3
1,36.269323,79.726533,1,1,4
1,22.279186,80.440809,2,3,3
1,21.748271,84.825365,2,0,6
1,37.812152,85.818301,2,3,3
1,49.379198,90.777511,1,2,3
1,45.703345,91.235067,1,5,2
1,45.498202,91.557005,1,1,5
1,48.20383,94.338622,1,2,3
1,58.585153,98.754554,1,0,5
1,59.994989,101.677866,1,2,3
1,51.333296,103.494841,1,3,3
1,60.356319,103.52193,1,2,3
1,67.089863,106.306051,1,0,6
1,20.433392,106.761881,2,4,3
1,63.686868,110.602785,1,10,1
1,69.866728,111.129226,1,1,4
1,65.186815,112.03499,1,2,3
1,70.903643,112.766261,1,2,3
1,75.328011,120.047032,2,9,1
1,78.861594,122.241688,2,1,4
1,86.569553,126.16526,1,7,1
1,38.559084,128.140543,3,4,3
1,78.142378,128.303169,2,0,5
1,91.880691,131.29962,1,2,3
1,33.406625,133.739282,3,20,1
1,62.361175,134.468491,2,0,6
1,87.855498,140.058476,1,2,3
1,73.206825,142.359327,2,1,5
1,99.812264,142.540409,1,3,3
1,99.327238,144.326634,1,0,5
1,105.041419,144.563852,1,1,4
1,104.630737,144.623358,1,2,3
1,67.680923,144.800606,2,4,3
1,84.601988,148.286907,1,4,3
1,81.963169,153.972128,1,3,3
1,106.881371,155.773322,1,2,3
1,88.254899,156.726215,1,1,4
1,102.469391,156.876692,1,3,3
2,1,160,4,4,0
1,87.682983,160.568051,2,1,6
1,119.511133,161.728405,2,1,4
1,117.974819,166.505139,2,10,1
1,120.243559,166.80137,1,9,1
1,128.616049,167.676455,1,2,3
1,130.565205,170.160251,1,2,3
1,127.515571,171.956025,1,2,3
1,105.469156,172.689543,2,3,3
1,109.232144,172.790968,2,3,3
1,129.531725,173.343335,1,0,6
1,107.217469,174.048589,2,6,2
1,125.261756,175.27755,1,3,3
1,122.563875,175.542893,1,3,3
1,124.105933,176.407141,1,0,6
1,115.312311,176.531968,2,1,5
1,136.903861,177.437455,1,0,5
1,135.491249,177.811811,1,1,6
1,140.78514,182.733795,1,9,1
1,147.869748,188.912933,1,0,5
1,156.31306,198.636558,1,2,3
1,160.419603,200.851879,1,2,3
1,161.823546,201.755644,1,2,3
1,161.533625,203.715847,1,8,1
1,147.7442,204.177588,2,3,3
1,161.513352,204.241634,1,2,3
1,160.294981,205.262849,1,9,1
1,160.267562,213.579136,1,5,2
1,150.58837,213.828685,2,3,3
1,167.464028,214.511546,1,3,3
1,158.208065,217.373708,2,3,3
1,169.827624,217.936872,1,9,1
1,175.351889,218.407332,1,2,3
1,171.980172,220.063809,1,5,2
1,181.317363,226.491838,1,3,3
1,161.49951,230.75857,1,4,3
1,190.026256,232.756321,1,0,6
1,124.503597,235.959773,2,6,3
1,165.467346,236.324947,1,1,5
1,181.451386,237.49508,1,3,3
1,203.611765,243.091009,1,2,3
1,200.326938,247.492401,1,2,3
1,195.299471,249.653887,2,2,3
1,208.439224,251.363898,1,4,2
1,211.990483,251.436546,1,4,2
1,208.868012,253.337504,1,2,3
1,215.76342,256.144167,1,0,5
1,188.762675,259.323178,2,3,3
1,174.452629,260.060453,2,5,3
1,228.117539,267.488471,1,2,3
1,219.77803,267.563787,1,1,4
1,203.795159,268.2156,1,6,2
1,210.651401,272.604597,1,13,1
1,234.731236,274.194753,1,4,2
1,239.422058,282.94377,2,3,3
1,196.037271,285.551702,3,1,6
1,236.363283,286.086304,2,1,4
1,239.802195,287.682391,2,10,1
1,134.528719,290.986086,4,8,3
1,245.748169,292.137312,1,5,2
1,243.285131,295.888184,1,0,5
1,255.015922,296.058838,1,0,6
1,243.197045,298.329224,1,3,3
1,243.318625,300.122352,1,2,4
1,206.132934,301.917189,2,2,5
1,261.045379,303.330756,1,2,3
1,264.896794,307.023565,1,8,1
1,230.057907,308.482237,2,16,1
1,240.57415,309.028133,1,4,3
1,268.585885,311.927767,1,2,3
1,254.811959,312.784626,1,3,3
1,268.563073,313.604224,1,2,3
1,276.769629,316.358005,1,4,2
1,266.733006,317.01716,1,10,1
1,275.597062,317.915131,1,1,4
1,276.273598,318.006599,1,2,3
1,275.993739,319.307143,1,0,6
2,2,320,4,4,0
1,279.924697,321.339485,2,2,3
1,273.204943,322.446849,2,0,6
1,273.903571,322.807231,2,1,6
1,280.246168,324.105085,1,4,2
1,267.783932,325.883841,2,0,5
1,246.705898,326.215224,2,16,1
1,270.704183,328.198479,2,2,3
1,286.274172,330.035324,1,1,4
1,282.243695,330.228114,1,2,3
1,250.239354,330.738362,2,4,3
1,289.221104,331.765173,1,2,3
1,289.870982,336.179314,1,1,5
1,285.801234,336.605684,1,2,3
1,292.447206,338.294902,1,2,3
1,305.36475,346.477925,1,2,3
1,282.453847,347.950825,1,7,2
1,306.603435,350.504081,1,2,3
1,306.90565,350.506012,1,8,1
1,309.72079,351.021556,1,2,3
1,298.421514,357.869518,1,12,1
1,284.902803,360.41113,2,7,2
