1,2.8109,20.438374,4,0,5
1,7.328976,22.727879,3,1,4
1,7.252758,23.640393,3,3,1
1,12.3602,27.895404,3,0,5
1,3.632716,28.654829,5,3,2
1,0.879667,30.521368,6,1,4
1,15.229523,30.625759,3,0,4
1,9.447787,34.220444,5,3,2
1,19.216281,35.620147,4,1,3
1,9.464353,37.855615,6,1,3
1,22.279186,40.39321,4,1,4
1,20.433392,40.597968,4,0,6
1,22.416064,41.57791,4,0,5
1,13.430115,46.513041,7,0,6
1,30.511821,47.245631,3,1,3
1,33.406625,52.214814,4,0,5
1,30.500175,53.559105,4,0,6
1,37.196253,55.280066,4,0,6
1,37.812152,60.431244,5,2,2
1,49.379198,64.455506,3,1,2
1,38.559084,67.311858,6,6,1
1,45.498202,68.889598,5,3,2
1,48.20383,70.829213,5,2,2
1,45.703345,73.521282,5,3,2
1,27.238558,74.472038,9,3,3
1,58.585153,75.749653,4,1,6
1,62.361175,80.281528,4,0,6
1,65.186815,82.169127,3,2,2
1,59.994989,83.202189,5,0,5
1,67.089863,85.742465,4,1,3
1,60.356319,89.889773,5,3,2
1,67.680923,90.541488,5,3,2
1,69.866728,90.56352,5,1,3
1,75.328011,92.16124,3,0,5
1,78.861594,96.5491,4,1,3
1,81.963169,103.285574,4,4,1
1,21.748271,103.372162,16,5,3
1,88.254899,104.112415,3,1,3
1,87.855498,105.541428,4,2,2
1,70.903643,110.420111,8,1,6
1,51.333296,110.607634,12,1,5
1,73.206825,110.80517,8,3,2
1,63.686868,117.33614,11,11,1
1,86.569553,117.831849,6,0,6
1,102.469391,117.914979,3,0,6
1,99.327238,118.362947,4,0,5
1,105.469156,121.776944,3,0,5
1,106.881371,122.451972,3,3,1
1,105.041419,122.768395,3,0,5
1,104.630737,123.935458,4,0,5
1,109.232144,127.352836,4,0,4
1,99.812264,130.215609,7,2,3
1,91.880691,130.607745,8,4,2
1,78.142378,132.409937,11,5,2
1,115.312311,133.338176,4,0,5
1,119.511133,136.326566,4,1,2
1,107.217469,136.894794,6,3,2
1,117.974819,138.879976,4,1,4
1,120.243559,139.598572,3,4,1
1,125.261756,141.801563,3,3,1
1,124.503597,142.315984,4,1,3
1,127.515571,144.191326,3,0,5
1,128.616049,145.095458,4,2,2
1,130.565205,149.859439,3,0,6
1,135.491249,151.964904,3,2,2
1,134.528719,152.909549,4,1,4
1,84.601988,154.039708,14,1,5
1,140.78514,159.942824,3,1,5
2,1,160,3,1,0
1,124.105933,162.08254,8,8,1
1,147.869748,163.222193,3,0,6
1,150.58837,167.947193,3,0,4
1,158.208065,174.393178,3,0,4
1,87.682983,174.59362,17,4,3
1,161.533625,176.861668,0,3,1
1,161.823546,177.147869,0,1,5
1,160.294981,177.947134,0,0,5
1,136.903861,178.501269,8,2,3
1,160.419603,179.061513,0,2,2
1,161.513352,181.35737,1,0,5
1,160.267562,183.548958,4,1,3
1,167.464028,184.723922,1,1,5
1,174.452629,190.904119,1,0,6
1,169.827624,192.177469,1,0,6
1,129.531725,194.486466,13,1,5
1,171.980172,196.242126,1,1,3
1,156.31306,202.465875,9,5,2
1,161.49951,212.749299,2,1,6
1,181.317363,215.246605,1,4,2
1,190.026256,215.936636,1,0,5
1,196.037271,217.430454,1,4,1
1,200.326938,218.475783,0,0,4
1,203.795159,222.729919,1,1,4
1,36.269323,223.354441,37,19,2
1,208.868012,224.497543,1,0,5
1,181.451386,227.551358,2,0,5
1,211.990483,229.284122,1,1,4
1,188.762675,231.837343,2,8,1
1,203.611765,233.888908,1,1,4
1,208.439224,234.228156,1,5,1
1,195.299471,235.065621,2,1,4
1,219.77803,235.749074,1,1,3
1,147.7442,239.627833,18,5,3
1,206.132934,242.002452,2,0,5
1,215.76342,244.624946,2,2,2
1,228.117539,248.76112,1,1,3
1,210.651401,251.047475,2,1,5
1,165.467346,254.232661,4,3,4
1,122.563875,255.170089,27,7,3
1,234.731236,256.56429,1,0,4
1,239.802195,257.401771,1,4,1
1,239.422058,257.47729,1,1,3
1,245.748169,262.25661,1,2,2
1,243.285131,262.868099,1,2,2
1,243.318625,263.496894,1,1,4
1,240.57415,264.219383,1,0,6
1,236.363283,264.623627,2,2,3
1,250.239354,266.460951,1,3,1
1,175.351889,270.884439,5,3,4
1,261.045379,276.793956,0,0,4
1,243.197045,281.419722,2,0,5
1,255.015922,282.392819,2,3,2
1,264.896794,282.533943,1,1,2
1,268.585885,286.60226,1,0,6
1,270.704183,288.661406,1,0,6
1,273.204943,291.287688,1,1,3
1,267.783932,291.651595,1,1,3
1,273.903571,291.957993,1,4,1
1,254.811959,292.809633,2,2,3
1,276.769629,293.236764,1,0,4
1,230.057907,294.603771,3,1,6
1,275.597062,295.678204,1,2,2
1,275.993739,299.146194,1,1,6
1,280.246168,300.658414,1,0,6
1,279.924697,300.880514,2,4,1
1,285.801234,301.675563,1,1,3
1,282.243695,302.714996,1,2,3
1,284.902803,303.937038,1,0,5
1,289.221104,306.094623,1,1,3
1,268.563073,306.098003,2,7,1
1,286.274172,306.689342,1,1,3
1,282.453847,306.995871,1,0,4
1,289.870982,309.050703,1,0,5
1,276.273598,316.335188,2,2,3
1,298.421514,319.409174,1,1,3
2,2,320,3,3,0
1,305.36475,320.717847,1,0,4
1,306.90565,323.357459,1,0,6
1,306.086743,324.341825,1,1,3
1,292.447206,328.772461,2,0,6
1,306.603435,329.539401,1,4,1
1,266.733006,330.556213,3,0,5
1,315.970453,335.135192,1,2,2
1,309.72079,336.858019,1,3,2
1,327.571519,344.672975,1,0,6
1,321.470986,346.679731,1,0,6
1,327.717676,347.434095,1,0,5
1,318.727872,349.486848,2,2,3
1,324.07636,352.231183,1,0,6
1,331.140729,352.545812,1,2,2
1,338.173597,355.759279,1,1,3
1,339.700033,358.348611,1,0,5
1,342.358527,358.562944,0,1,3
1,336.97441,359.006343,1,2,2
1,316.896251,359.630072,2,3,3
1,337.447847,360.798936,2,2,2
1,322.87876,362.315677,2,2,3
1,333.71684,362.394557,2,2,2
1,338.459536,365.094073,2,0,6
1,350.132344,365.432485,1,0,6
1,343.145464,366.172865,1,0,4
1,342.078128,368.796629,1,2,3
1,353.537659,369.487632,1,1,3
1,351.324093,370.132656,1,0,4
1,316.070992,370.921549,3,5,2
1,346.393483,371.877762,1,5,1
1,357.352012,374.890858,1,1,5
1,353.201725,375.018385,1,0,6
